No.,논문명,저자명,발행기관명,간행물명,권,호,발행년도,ISSN,국문초록,영문초록,키워드,페이지,URL
11,개인연금 가입의향에 영향을 미치는 요인 분석,백은영 ( Eun Young Baek ),한국사회보장학회,사회보장연구,28,3,2012,1225-5866,"사회 고령화에 따라 노후소득보장에서 사적 부문의 역할이 강조되고 있는 가운데, 본 연구에서는 노후소득보장의 기본 3층 보장 체계 중 개인연금에 관한 사항을 분석해 보았다. 보험소비자설문조사 자료를 활용하여 연금 및 보험 가입 특성과 개인연금보험 가입자의 특성, 향후 개인연금 가입의향에 영향을 주는 요인들을 분석하였다. 본 연구는 개인연금에 관한 이론 및 선행연구 고찰을 통해 보다 포괄적으로 개인연금 가입의향에 영향을 줄 수 있는 요인들을 탐색하고자 하였다. 연구 결과, 개인연금보험 가입률 및 향후 가입의향은 낮은 편으로 나타났다. 향후 개인연금 가입의향에 영향을 주는 요인들을 분석해 본 결과, 상속동기 및 다변량재고조정모형에 근거한 다른 자산 유형이 개인연금 가입의향에 영향을 주는 것으로 나타났다. 기대수명 관련 변수 및 소득 변수의 영향력은 예측했던 바와는 다른 방향으로 나타나 현재 개인연금보험 시장에서 역선택의 문제는 나타나지 않음을 보여 주었으며 개인연금보험 선택에서 세제혜택 관련 효과가 영향을 줄 수 있음을 시사해 주었다. 결과를 토대로 노후소득보장에서 개인연금의 역할을 확대할 수 있는 방안에 대한 제언이 제공되었으며, 후속 연구에 대한 제언을 제시하였다.","As the importance of individual role for accumulating retirement income increases, the role of individual annuities in retirement planning increases. Thus, the better understanding for the demand for individual annuity will soon become a priority. The purpose of this study was to analyze the demand for individual annuity insurance. In order to examine the demand for individual annuity, the study examined the characteristics of individuals who had individual annuity insurances and investigated the factors related to the annuity purchasing intention. The results indicated that the intention to have individual annuity insurance was low. Factors determining the purchasing intention of individual annuity insurance were marital status, income, age, and ownership of other public pension or insurance, This results supported the bequest motives and multivariate stock adjustment mechanism but did not supported the effect of life expectancy on the demand for individual annuity. Based on the results, implications for policy makers and future study were provided.","개인연금보험, 개인연금 가입의향, 상속동기, 기대수명, 노후소득보장 Individual annuity insurance, Intention to have individual annuities, Bequest motives, Life expectancy, Old-age income security",63 ~ 86,http://kiss.kstudy.com/search/detail_page.asp?key=3083270
12,한국의 유배우 여성의 경제활동 유형이 자녀의 사교육비 지출에 미치는 영향,"석재은 ( Jae Eun Seok ) , 김봉근 ( Bong Kuen Kim ) , 노혜진 ( Hye Jin Noh )",한국사회보장학회,사회보장연구,28,3,2012,1225-5866,"소득불평등, 양극화가 현재의 문제에 그치지 않고 부모세대를 넘어 자녀세대에게까지 계층 이동성을 제약한다는 것은 훨씬 더 심각한 문제이다. 이 연구는 세대 간 계층 비이동성을 야기하는 핵심적 요인으로 계층별 자녀교육비 지출 격차에 주목하는 동시에 자녀의 사교육비 투자에 실질적 결정자라 할 수 있는 엄마의 역할에 주목하여, 엄마의 경제활동 유형에 따른 자녀의 사교육비 투자에 대한 영향을 분석하였다. 이를 위해 엄마의 경제활동 특성을 군집분석을 통해 독립형, 생계형, 보탬형, 비경제 활동형으로 유형화하고, 한국 엄마의 경제활동의 특성에 따라 소득계층별로 자녀 사교육비 지출에 어떠한 영향을 미치는가를 밝히고자 하였다. 한국노동패널자료 10차 및 11차 자료 중 근로연령층(20-59세) 유배우 및 유자녀(만 5-18세) 가구를 추출하여 분석 자료로 활용하였다. 분석결과, 소득 5분위의 사교육비 지출수준은 소득 1분위의 5.4배였으며, 여성의 경제활동 유형별로는 독립형이 월 38.4만원으로 가장 높고, 비경제 활동형 월 34.1만원, 보탬형 월 28.3만원, 생계형 월 19.6만원 순이었다. 그러나 가구소득 등을 통제한 상태에서 엄마의 경제활동 유형이 자녀 사교육비 지출수준에 미친 영향에 대한 다중 회귀분석 결과는 비경제활동형>독립형>생계형 순으로 높게 나타났으며, 보탬형은 통계적으로 유의하지 않았다. 소득계층 집단별로 분석한 결과에서는 고소득층 집단에서는 비경제 활동형에 비해 독립형이 유의미하게 자녀 사교육비 지출수준이 낮았고, 중간소득층 집단에서는 비경제 활동형에 비해 생계형이 유의미하게 동 지출이 낮았으며, 저소득층 집단에서는 여성의 경제활동 유형은 유의하지 않았다. 이러한 결과는 한국은 경제활동 취업여성보다 비경제활동 전업주부가 가용한 물질적 자원에 여유가 있으며, 비경제활동 전업주부들이 풍부한 시간자원을 활용하여 자녀의 사교육을 더 원활히 지원하는 행태가 나타나고 있음을 시사한다. 즉, 자녀의 사교육비 투자가 부모의 ``경제적 자원``과 ``시간적 자원``의 함수라고 할 때, 본 연구결과에서 시간자원 역시 경제적 자원과 마찬가지로 사교육 투자 불평등을 강화하는 방향으로 작용한다는 것이 밝혀졌다.","It would be a very serious problem if the income inequality and polarization are transmitted from the parent`s generation to the next generation and restrict the social mobility of the children`s generation. This study focused on the role of mothers, the practical decision-makers in relation to the investment in their children`s private education, while bringing the focus to the disparity in private education expenditure for children among different social classes, the essential factor that causes intergenerational social class immobility. This study attempted to take an empirical approach to the issue mentioned above on the assumption that the investment in the children`s private education would be affected by the type of mothers`` economic activities. Thus, the characteristics of mothers`` economic activities were classified into several categories, i.e., independent type, livelihood type, financial supplementation type, and noneconomic activity type, based on the analysis of the groups, and this study attempted to determine the effect that the characteristics of Korean mothers`` economic activities would have on the private education expenditure for children by income class. For the analysis, the data were obtained by sampling the households with married spouse and children (aged between 5 and 18) among the working age class (aged between 20 and 59) from the 10th and 11th editions published by the Korean Labor & Income Panel Study. The per-capita expenditures for children`s private education were examined by income quintile. It was found that the monthly per-capita spending on the private education for children was KRW 96,000 in the lowest 20% income bracket and KRW 514,000 in the highest 20% income bracket. This shows that the per-capita expenditure for the private education of children in the highest income bracket was approximately 5.4 times higher than that for the private education of children in the lowest income bracket. Based on the type of women`s economic activities, the monthly per-capita expenditure for the private education of children was KRW 384,000 among the independent type, the highest, followed by the non-economic activity type with KRW 341,000, financial supplementation type with KRW 283,000, and livelihood type with KRW 196,000. The results of the multiple regression analysis - pertaining to the effect that the characteristics of mothers` economic activities would have on the expenditure for the private education of children - showed that the noneconomic activity type had the largest private education expenditure for children, followed by the independent and livelihood type, when the household income, etc., were controlled. Meanwhile, the financial supplementation type did not exhibit statistical significance. Based on the results of analysis by income class, it was found that the independent type had significantly lower expenditure for the private education of their children compared to the noneconomic activity type in the high income class, while the livelihood type had significantly lower expenditure for the private education of their children compared to the noneconomic activity type in the mid-level income class. Meanwhile, the type of women`s economic activities was not statistically significant in the low income class. Those results imply that full-time house wives who are not engaged in economic activities have more available material resources compared to the working women and tend to have more free time and leverage to provide support for the private education of children in Korea.","사교육비 격차, 소득양극화, 여성의 경제활동(유형), 동질혼, 시간자원, 경제적 자원 disparity in private education expenditure, income polarization, women`s economic activity, assortative mating, economic resource, time resource",87 ~ 120,http://kiss.kstudy.com/search/detail_page.asp?key=3083271
13,2005-2010년 건강불평등의 변화와 영향요인,김진구 ( Jin Gu Kim ),한국사회보장학회,사회보장연구,28,3,2012,1225-5866,"본 연구는 EQ-5D를 이용하여 2005-2010년 기간 동안의 소득계층에 따른 건강불평등 변화를 분석하였으며, 특히 변화의 원인에 접근하기 위하여 EQ-5D를 구성하는 하위차원과 EQ-5D 영향요인에 따라 집중지수 변화량을 분해하였다. 본 연구의 중요한 결과들을 요약하면 다음과 같다. 첫째, 우리나라 건강집중지수는 2005년 .0209를 기록하였고 2007년 .0264를 기록하여 정점을 찍은 후 이후 계속 하락하여 2010년에 .0199를 기록하였다. 둘째, 2005-2010년 기간 동안 우리나라 건강집중지수 .0010의 개선이 있었다. EQ-5D 하위차원에 따라 집중지수를 분해한 결과 이러한 개선에는 불안/우울의 기여도 하락이 가장 크게 영향을 미쳤다. 셋째, 동기간 동안 신체적 건강인 운동능력은 건강불평등을 증대시키는 방향으로 작용하였다. 이는 인구노령화에 따른 결과라고 해석할 수 있다. 넷째 영향요인에 따라 건강집중지수를 분해한 결과 우리나라 건강불평등에 가장 크게 영향을 미치고 있는 요인은 연령이었다. 특히 2005-2010년 기간 동안 70대의 기여도가 크게 증가하는 것으로 나타났는데, 이는 인구노령화에 따른 고령노인의 증가가 건강불평등을 악화시키는 요인으로 작용하고 있음을 보여준다. 따라서 고령노인들의 건강증진에 대한 정책적 고려가 필요하다고 하겠다. 다섯째, 2005-2010년 기간 동안 건강집중지수 하락에 가장 크게 기여한 요인은 소득관련 요인들과 직업이었다. 즉 2005-2010년 기간 동안 사회경제적 지위에 따른 건강불평등은 어느 정도 완화된 것으로 보인다. 그러나 같은 기간 동안 도농 간 격차는 건강불평등을 악화시켰다. 도농 간 건강격차가 건강집중지수에 미치는 영향은 연령, 소득, 교육 등에 비하면 매우 작지만 2005-2010년 기간 기여도가 크게 증가하였으므로 이에 대한 정책적 고려가 필요하다고 하겠다.","This study examined the changes in the income-related health inequality from 2005 to 2010 applied to EQ-5D. The health concentration index was used as the main measurement tool, and in was decomposed by two ways. It was decomposed into six different dimensions of EQ-5D as well as into their causes. The main results of this study are the followings. First, The health CJ was 0209 in 2005 and reached its peak (0264) in 2007, But it has been gradually declined after then and indicated .0199 in 2010, Second, the change of CI from 2005 to 2010 was -.0010, and anxiety /depression was most contributing to it among the sub-dimensions of EQ-5D. But mobility made the income-related health inequality increase in the same period. Fourth, the CI decomposition into its causes indicated that age was the most contributing factor to the income-related health inequality. But the change of CI from 2005 to 2010 was most affected by socioeconomic factors such as income, occupation etc. But the contribution of socioeconomic factors to CI has been gradually declined. Finally, the health gaps between the people in the urban area and rural ones significantly affected on the increase of health inequality in 2010. Therefore, it is necessary to pay more attention to regional differences in the health-related policy making process.","건강불평등, 집중지수, EQ-5D, 건강불평등 분해 Health inequality, Concentration index, EQ-5D, decomposition of health inequality",121 ~ 151,http://kiss.kstudy.com/search/detail_page.asp?key=3083272
14,산재근로자 직업복귀 형태에 영향을 미치는 결정요인 분석 -요양종결 후 장해판정자를 중심으로-,"양재성 ( Jae Seong Yang ) , 오순복 ( Soon Bok Oh ) , 임성수 ( Sung Soo Lim )",한국사회보장학회,사회보장연구,28,3,2012,1225-5866,"본 연구에서는 2011년 상반기 신규 산재장해인 취업실태조사 자료를 이용하여 산재장해인의 요양종결 후 직업복귀 형태에 영향을 미치는 결정요인을 분석하였다. 직업복귀의 형태는 원직복귀, 재취업, 자영업으로 구분되며 분석결과를 통하여 직업복귀율 제고에 대한 정책적 시사점을 제공하는 데 목적이 있다. 분석대상은 경제활동 가능 연령인 15세에서 60세까지로 한정하였다. 분석결과 연령이 높을수록, 그리고 요양기간이 길수록 원직복귀 확률이 낮은 것으로 나타났다. 직업복귀에 대한 지역별 차이에 있어서는 부산, 경인지역 관내에서 원직복귀 확률이 높았던 반면, 광주와 대전지역 관내에서는 자영업에 종사할 확률이 높았다. 또한 사례관리대상자의 경우 원직복귀보다는 자영업이나 재취업 형태에 복귀 확률이 높게 제시되었다. 외국인 근로자의 경우 점포지원 등의 제도적 한계로 인하여 자영업으로 복귀할 확률은 낮았으며, 원직복귀보다는 재취업 경향이 뚜렷하였다. 따라서 산재장해인 직업복귀율 제고를 위해서는 재해발생 시점부터 사례관리서비스(내일찾기서비스) 제공으로 원직복귀와 자영업 및 재취업 가능자를 분류하여 집중치료제 등을 통한 요양관리, 의료기관과 연계한 개인별 맞춤형 직업복귀 계획수립과 관리가 필요할 것으로 본다. 또한 연령대별, 지역별, 장해정도, 사례관리대상자별 차등적 정책 접근으로 획일적 재활정책에서 벗어나 산재근로자의 사회복귀 및 직업복귀 촉진을 위한 방향 설정이 요구된다.","This study analyzes the factors of return-to-work types & regional charactertics using survey data of new occupationally disabled workers in the first half of 2011. The return-to-work type is are three types, ``job retention``, ``re-employment``, ``Self-employed``, The aim of this study is to target differential vocational rehabilitation and to serve information for setting the policy direction on the basis of the analysis results, The empirical results shows that younger age, shorter treatment duration is quite practicable return to work and foreign is quite practicable reemployment. Case management for participants were presented rather higher the probability of self-employed or re-employment than job retention. We also find that job retention is higher In Busan, Incheon area than in Seoul area. The other hand, Self-employed is higher in Gwangju, Daejeon area. Therefore return to work of occupationally disabled workers policy is required to considering the characteristics, regional, age, case management.","산재장해인, 직업복귀, 사례관리서비스, 내일찾기서비스 Occupationally Disabled Workers, Return-to-work Types, Case Management",153 ~ 177,http://kiss.kstudy.com/search/detail_page.asp?key=3083273
15,재한 몽골노동자의 작업환경이 건강문제에 미치는 영향과 의료혜택만족도의 매개효과 -체류자격에 따른 다집단 분석을 중심으로-,"신성자 ( Sung Ja Shin ) , 이원준 ( Won June Lee )",한국사회보장학회,사회보장연구,28,3,2012,1225-5866,"본 연구는 서울특별시를 비롯하여 4개의 광역시와 5개의 주요도시에 거주하는 453명의 몽골 이주노동자들을 연구대상으로 ``작업환경``, ``의료혜택만족도``, 그리고 ``건강문제``를 파악하고, ``작업환경``이 ``건강문제``에 미치는 직접효과와 ``의료혜택만족도``의 매개효과를 실증적으로 규명하였다. 분석결과, 상당수의 응답자들이 ``작업환경``(39.1%), ``건강문제``(19.6%) 그리고 ``의료혜택``에 대해 불만족``(41.1%)하고 있는 것으로 나타났다. 특히 ``의료혜택``에 대한 만족수준은 ``합법체류집단``에 비해 ``불법체류집단``이 월등히 낮았고, ``건강문제``도 훨씬 더 많이 가지고 있음이 확인되었다. ``합법체류집단`` 및 ``불법체류집단`` 모두 ``작업환경``이 나쁠수록 ``건강문제``가 증가되는 부적 직접효과(합법집단, -.434; 불법집단, -.426)와 ``작업환경``이 의료혜택만족도에 미치는 정적 직접 효과(합법집단, .152; 불법집단, .170)를 가지고 있었다. ``의료혜택만족도``에 대한 만족수준이 낮을수록 ``건강문제``가 증가하는 부적 직접효과(-.248)와, ``의료혜택``의 매개효과(.006)는 ``합법집단``에서만 유의하였다. 이러한 현상은 불법노동자들의 ``의료혜택`` 수준이 합법노동자에 비해 아주 열악하고 하향평준화 된 것에서 기인된 것임을 시사해준다.","The predominant concerns of the study consist in: (1) the direct effect of Mongolian immigrant workers`` satisfaction of work environment on their health problems; (2) the direct effect of medical service satisfaction on their health problems (3) the mediating effect of medical service satisfaction; (4) the moderating effect of the Mongolian immigrant workers`` legal status (legal labors Vs, illegal labors) of Mongolian immigrant workers. Research is based on a survey conducted with 453 Mongolian immigrant workers from 10 cities including Seoul. In order for subjects to verify research questions, structural equation models are explored. A variety of tests are conducted (metric invariance, intercept invariance, critical ratio for difference test, multi-group analysis, bias-corrected boot-strapping, latent mean analysis including Cohen`s effect test). The major findings of the study supported the direct effect of Mongolian immigrant workers`` satisfaction of work environment on their health problems. in both the legal group and the illegal group. We found the significant mediating effect of medical service satisfaction only in legal group. We also found the mediating effect of Mongolian immigrant workers`` legal status. Based on the above findings, a range of political and practical implications are discussed.","이주노동자, 몽골노동자, 작업환경, 건강문제, 의료혜택만족도, 체류자격 immigrant worker, immigrant labor, Mongolian worker, work environment, health problem, legal status, illegal workers, medical service satisfaction",179 ~ 212,http://kiss.kstudy.com/search/detail_page.asp?key=3083274
16,건강보험 지역가입자의 가입자 지위 전환 요인에 관한 연구,"배지영 ( Ji Young Bae ) , 홍백의 ( Baeg Eui Hong )",한국사회보장학회,사회보장연구,28,3,2012,1225-5866,"우리나라 건강보험제도는 2001년과 2003년 건강보험 직장가입 적용범위를 5인 미만 사업장과 임시직, 일용직 근로자에게까지 확대하였다. 그럼에도 불구하고 임금근로자 중 일부는 여전히 직장가입에서 배제되어 지역가입자로 남아있다. 본 연구는 이러한 지역가 입자의 건강보험 지위 전환 가능성을 탐색하기 위해, 한국노동패널 2개년도 자료를 통해 지역가입자 중 직장가입으로 전환, 직장 피부양자로 전환, 지역가입을 유지하는 세 유형으로의 전환 설명요인을 검토하였다. 분석결과 직장가입으로의 전환은 정규직 여부, 사업장 규모, 특정 업종, 연령에 의해 설명되는 것으로, 직장피부양자로의 전환은 월평균 임금수준, 배우자 유무, 사업장 규모에 의해 설명되는 것으로 나타났다. 연구결과를 바탕으로 노동조건이 열악한 이들 저임금 근로자의 직장가입 전환을 위해 건강보험료 국고지원을 제안하였다.","The purpose of this study is to investigate the factor affecting the transition to the employee insured from the self-employed insured among paid-workers. To achieve this purpose, we conducted multinomial logistic regression on the type of insured status transition, The main result of this analysis are as follows, First the transition to the employee insured are affected on standard and full-time work, the size of firm, a certain industry, and age, Second, the transition to the dependent of the employee insured are affected on the level of wage, spouse, firm size. The paper concludes by suggesting the reductions of health insurance contribution of this low income paid workers among the self-employed insured.","건강보험 지역가입자, 직장가입 확대, 직장피부양자, 임금근로자, 비정규직, 사업장 규모, 업종 the employee insured, the self-employed insured, low income paid worker",213 ~ 233,http://kiss.kstudy.com/search/detail_page.asp?key=3083275
17,국민기초생활보장법상 부양능력미약제도에 관한 법적 고찰,손윤석 ( Youn Suk Son ),한국사회보장학회,사회보장연구,28,2,2012,1225-5866,"국민기초생활보장법상 소위 ``간주부양비제도``는 법령에서 예정하고 있는 개념이 아니다. 이는 부양능력미약자제도가 실제 보장기관에 의해 운용되는 과정에서 부양능력미약자에 의한 부양비 지급을 사실상 간주하여 수급권자에게 부양비만큼 삭감된 기초생활급여를 지급하기 때문에 만들어진 용어이다. 이는 제도 운용상의 문제를 제도자체의 문제로 곡해할 우려가 있기 때문에 본 연구에서는 ``간주부양비제도``라는 용어 대신에 ``부양능력미약자제도``라는 용어를 사용하였다. 부양능력미약자제도는 법적 근거가 없고 국민기초생활보장법상 요보호자인 수급권자의 보호에 미흡하다는 등의 이유로 많은 비판에 직면하였고, 끊임없는 폐지론에 직면하고 있다. 그러나 부양능력미약자제도는 부양능력의 유무를 획일적으로 판단하였을 때 발생할 수 있는 형평성의 문제를 완화시키고 공공부조제도의 보충성 원리나 사적 부양 우선의 원리에 부합하는 제도라는 점에서 존재의의를 가지고 있고, 동 제도를 둘러싼 논란의 근원은 제도자체의 문제라기보다는 제도의 운용과정에서 나타난 문제이므로, 이를 단순히 폐지하는 것 보다는 보완하는 것이 타당하다고 판단하였다. 보완책으로는 시행령에 규정된 동 제도를 법률에 규정하여 행정재량에 대한 통제를 국회가 직접하는 방안과, 부족한 규정을 신설하여 부양능력미약자에 의한 부양비 지급여부를 직접 심사하도록 하고, 부양비 지급이 없는 경우에는 보장기관에 의한 기초생활급여의 선지급 의무를 명문화하는 방안이 있다. 이를 통하여 국민기초생활보장법이 빈곤한 국민들의 최저생활의 보호에 보다 충실할 수 있을 것이다.","The purpose of this paper is to reconsider the concept of ""marginal ability to support"" and analyze the problems of this concept. Many researchers argue that there have been many problems such as exclusion from the right of receiving national basic livelihood pay and the concept of ""marginal ability to support"" should be abolished. But there are also many profitable characteristics in this concept. So This system should be supplemented rather than abrogated. Reinforcement of investigation and defining obligation of advanced pay could be involved in specific plan. By improving this system, the right of receiving national basic livelihood pay can be broadened than ever before.","국민기초생활보장법, 부양의무, 부양능력미약, 부양비, The National Basic Livelihood Security Act, obligation to support, marginal ability to support, sustenance allowance",1 ~ 21,http://kiss.kstudy.com/search/detail_page.asp?key=3057344
18,한국 대학생의 복지태도: Q방법론을 통해 본 세 가지 인식 유형,"이훈희 ( Hun Hee Lee ) , 김윤태 ( Yun Tae Kim )",한국사회보장학회,사회보장연구,28,2,2012,1225-5866,"이 연구는 대학생들의 복지태도에 대한 인식 유형을 파악하고, 각 유형별 특성과 유형별 차이점을 분석하는 주관성 연구이다. 비록 대학생들이 노동시장에 진입하지 않고 학교라는 영역에 있지만, 교육과 취업에 관련된 공적복지제도와 직접적인 관련이 있으며, 몇 년 후 본격적으로 노동시장에 진입하게 되면 대부분의 공적복지제도와 깊은 이해관계를 가지므로 대학생들의 복지태도에 대한 연구는 충분한 의미가 있다. Q방법론을 이용한 본 연구의 대상자는 서울·인천 지역의 4년제 대학의 대학생 21명이며, 문헌연구를 통해 도출된 27개의 Q표본을 가지고 분석을 실시하였다. Q방법론을 적용한 결과를 보면 대학생들의 복지에 대한 태도는 3가지 유형으로 구분되었다. 제1유형은 ``보편적 복지·선별적 증세형``, 제2유형은 ``선별적 복지·증세 반대형``, 제3유형은 ``혼합적 복지·선별적 증세형``으로 분석되었다. 일반적으로 대학생들은 복지를 정당한 권리나 시민권으로 인식하는 경향이 강한 것으로 나타났지만 복지제도나 정책 영역별로 중요도의 가치를 다양하게 부여하고 있었다. 복지에 대한 주관적 인식과 판단은 정책과정에서 매우 중요한 역할을 한다는 점에서 본 연구의 결과는 의미가 있다.","This article examines three major types of welfare attitudes of university students by analyzing the similarities and differences of the types. Based on the Q-methodology, this presents the underlying nature of welfare attitudes by investigating 27 Q-samples of university students from Seoul and Incheon area. The first type is the model of universalistic welfare and selective tax. The second one is the model of selective welfare and no tax increase. The third one is the model of mixed welfare and selective tax. Many scholars argued that educational stratification not only influences the measure of agreement with positive welfare attitudes, but also influences the social and political meaning of these attitudes. This article found that university students, having maintained same social status, had different welfare attitudes as they have different social backgrounds and welfare interests. Theoretically, this issue will be discussed with reference to the debate on social status, subjectivity and the changing nature of socio-demographic structure and welfare attitudes in contemporary societies.","복지태도, 계급, 사회적 지위, 복지 지위, 교육, Q방법론, welfare attitudes, class, social status, welfare status, education, Q-methodology",23 ~ 49,http://kiss.kstudy.com/search/detail_page.asp?key=3057345
19,보수당의 통치와 캐나다 의료보장제도의 변화,조영훈 ( Young Hoon Cho ),한국사회보장학회,사회보장연구,28,2,2012,1225-5866,"이 논문의 목적은 신자유주의 정치세력의 집권 이후 캐나다 사회보장제도에 어떤 근본적인 변화가 발생했는가를 무상의료제도인 메디케어를 중심으로 검토하는 데 있다. 신제도주의의 관점에 기초하여 이 논문은 아무리 강력한 신자유주의 정부라고 하더라도 시민들의 이해관계가 깊고 국민적 지지도가 높은 사회보장제도를 쉽사리 약화시킬 수는 없을 것이라고 가정한다. 캐나다의 메디케어는 보편주의 사회프로그램으로서 시민들의 이해관계가 깊으며, 캐나다 시민들의 전폭적인 지지를 받고 있다. 신제도주의의 관점에서 볼 때 캐나다의 집권보수당은 메디케어에 대한 대규모의 예산 삭감과 민영화라는 신자유주의적인 공세를 펼치기 어려운 것이다. 보수당 집권 5년 동안의 의료지출과 의료지출에 있어서의 각급 정부들 간의 분담 비율 및 본인부담 추이 등을 분석한 결과 캐나다의 대표적인 사회보장프로그램인 메디케어는 별다른 변화를 겪지 않았다. 또한, 각종 여론조사를 분석한 결과 메디케어에 대한 캐나다시민들의 지지도는 거의 절대적이며, 대다수의 시민들은 메디케어를 국가정체성의 핵심요소로 간주한다는 것이 드러났다. 이런 상황 하에서는 신자유주의 사회개혁을 지향하는 현재의 보수당정부로서도 공공지출 삭감이나 민영화의 확대와 같이 메디케어의 근본적인 틀을 바꾸는 작업에 쉽사리 나설 수 없게 된 것이다.","This article aims to examine if there has occurred a radical change in the Canadian social security system, in particular in the Medicare, since the inauguration of the neoliberal government. Following the neo-institutionalism or the new politics thesis, this paper assumes that even a strong neoliberal government cannot easily break down a social security program as long as it has developed a wide and strong interest among population and has a profound support from the people. It will be very hard for the neoliberal government to attack the Medicare, since it is a universalist social program, which generally has a strong interest with and support from the Canadian people. This paper analyzes the changes in health expenditure, distributive portion of federal-provincial- municipal governments in health expenditure, and users` fees, and shows that the framework of the Medicare remains practically intact during the five years` rule of the CPP in the sense that there is no change in the federal responsibility for the health care budget and the role of the private sector. It is also revealed that the Canadian people give an almost absolute support for the Medicare and regard it as the most important element in the national identity. The expenditure cut and the privatization of the Medicare is not an easy option for the neoliberal government to take.","메디케어, 스티븐 하퍼, 신제도주의, 신정치이론, 신자유주의, 의료비, Medicare, Stephen Harper, neo-institutionalism, new politics thesis, neoliberalism, health care expenditure",51 ~ 71,http://kiss.kstudy.com/search/detail_page.asp?key=3057346
20,국민연금 재정추계를 위한 주요 거시경제변수 장기전망 모형에 대한 연구,박무환 ( Mu Hwan Park ),한국사회보장학회,사회보장연구,28,2,2012,1225-5866,"본 연구는 국민연금재정의 장기 추계모형인 연금수리모형(actuarial model)에 외생변수로 투입되는 주요 거시경제변수들의 장기 전망을 위한 구조적인 거시계량모형을 구축하는데 그 목적이 있다. 이에 따라 신고전학파의 생산함수 접근법에 입각하여 주요 거시경제변수들인 임금상승률, 이자율, 물가상승률 및 경제성장률간의 관계를 명시적으로 연계하는 이론모형을 구축한다. 또한 모형의 현실 설명력 측면에서 역사적 시계열 자료를 이용한 검증 결과 장기 전망모형으로 타당성이 있는 것으로 나타난 금융-실물 변수들을 연계한 실증모형을 구축한다. 부가하여, 장기 전망 사례로 실증모형에서 외생변수로 가정한 노동력 증가율, 노동소득분배율, 자본-산출계수, 자본스톡증가율, 총요소생산성 증가율의 3개 시나리오에 따라 실질 경제성장률, 실질 임금상승률, 실질 금리 및 물가상승률에 대하여 2011~2060년까지 장기 전망을 수행한다. 서로 다른 추정방법론 및 외생변수에 대한 가정에도 불구하고, 본 연구에서 도출한 장기 전망치 범위에 국민연금 재정추계위원회(2008)에서 가정한 주요 거시경제변수의 값들이 거의 대부분 포함되고 있다는 점에서 본 모형은 장기 전망모형으로서 수용성(feasibility)이 있다고 판단된다.","In view of the key macroeconomic variables, which are exogenous inputs in the actuarial model designed for long-term financial projections of the National Pension, the objective of this study is to construct a structural macro-econometric model for long-term economic forecasting. In line with this purpose, we develop a theoretical model which is explicitly linked with the key macroeconomic variables such as wage inflation, interest rates, inflation rate, and GDP growth rate based on the neoclassical aggregate production function approach. We also construct an empirical model consists of financial-real variables linkages, which is verified as a valid long-term forecasting model in the sense of explanatory power of reality by the validity testing results using historical time series data. In addition, we provide an illustrative example of the long-term projections of real GDP growth, real wage inflation, real interest rates, and inflation rate for the period of 2011~2060 along with 3 scenarios of assumed exogenous variables in the model, which are labor force growth rate, labor income share, capital-output coefficient, capital stock growth rate, and total factor productivity growth rate. It can be judged that the above model has a feasibility in terms of long-term forecasting model in the sense that the assumed values of key macroeconomic variables by the National Pension actuarial projection committee(2008) are almost all in the range of projected values of this study in spite of different estimation methodology and assumptions about exogenous variables.","연금수리모형, 거시계량모형, 노동소득분배율, 자본-산출계수, 총요소생산성, actuarial model, macro-econometric model, Labor income share, capital-output coefficients, total factor productivity",73 ~ 100,http://kiss.kstudy.com/search/detail_page.asp?key=3057347
