No.,논문명,저자명,발행기관명,간행물명,권,호,발행년도,ISSN,국문초록,영문초록,키워드,페이지,URL
11,산재보험과 국민연금의 중복급여 개선방안 연구 -국내실태 및 해외사례분석을 통한 시사점-,"최인덕 ( Induck Choi ) , 이용하 ( Yongha Lee )",한국사회보장학회,사회보장연구,31,4,2015,1225-5866,"본 연구는 국민연금과 산재보험의 중복급여 실태를 파악하고, 해외사례를 분석하여 주요 유형별 특성을 살펴보고 그 시사점을 도출하고자 한다. 실태조사는 국민연금과 산재보험의 DB자료에서 2007년부터 2011년 자료를 기준으로 중복급여 대상자를 추출하여 분석하였으며, 해외사례는 EU, OECD 주요국의 사회보장제도 및 정책발간 자료를 근간으로 유형화 분석을 시도하였다. 분석결과 국민연금과 산재보험 중복급여가 발생하는 대상자는 2011년 48,204명이고, 주요 중복급여항목은 산재상병보상연금과 국민연금의 장애연금, 노령연금, 유족연금 분야로 급여수준이 80~100%수준의 소득대체율을 보이고 있다. 현행산재와 국민연금 중복급여 조정에 의한 연간 재정절감 효과는 1,075억원에 이르는 것으로 추산된다. 해외사례에 대한 유형은 중복조정 강도와 중복조정의 주체에 따라 4가지 유형으로 구분된다. ① 산재우선지급-국민연금 부분삭감/ 국민연금우선지급-산재부분삭감 유형(독일, 일본), ② 산재우선지급-국민연금 완전삭감/ 국민연금완전지급-산재차액지급 유형(덴마크, 스웨덴) ③ 국민연금-산재급여 동시 지급 유형(체코, 오스트리아) ④ 통합단일구조 유형/ 이층분리형(노르웨이, 영국)이 있다. 종합컨대, 두 제도의 책임성에 대한 인식, 제도 간 재정안정성의 차이, 역사적 배경, 사회적 합의 등 국가별 특수성에 따라 현재의 역할분담관계가 설정된 것으로 보인다. 시사점을 찾자면, 상병보상연금을 조정대상으로 명문화하는 것을 최우선적으로 실시할 필요가 있으며, 장기적으로는 동일기여성에 기초한 중복개념으로 확대하고 과잉급여를 줄이기 위해 감액율을 상향조정하는 대책을 마련할 필요가 있다.","This study is to explain the actual condition and foreign case implication of duplicated benefits between Worker’s compensation(below W.C) and National Pension System(below NPS). Analysis of reality is conducted with Data Base of Korean Worker’s Compensation and Welfare Service Corporation and National Pension Service Corporation and Foreign case analysis is carried out EU, OECD Social Security system published materials. The major results of the quantitative analysis: Frist, the Duplicated beneficiaries of W.C and NPS is 48,204 in 2011 and The Major Types of duplicated benefits between W.C and NPS are W.C Injury-Disease Compensation Annuity-NPS Disability Pension, Injury-Disease Compensation Annuity-NPS Old Age Pension and Injury-Disease Compensation Annuity-NPS Survivor Pension. The level of major types of duplicated benefits is 80~100% occupied in income replacement and the effect of financial retrenchment in today’s duplicated benefit cutback system between W.C and NPS are estimated 107.5 billion won. Second, the Types of Foreign Cases are 4 according to the duplication adjustment’s strength and main system. ① type is the priority benefit of W.C-Partial cutback NPS/ the priority benefit of NPS-Partial cutback W.C(Germany, Japan) ② type is the priority benefit of W.C-Full cutback NPS/ the full benefit of NPS-W.C benefit make up the difference(Denmark, Sweden) ③ type is NPS, W.C full benefit provided(the Czech Republic, Austria) ④ the combination of W.C and NPS/ the separated benefit by two-layer systems(Norway, U.K). The duplication adjustment system between W.C and NPS is set-up with awareness of responsibility, the difference of financial sustainability, the path dependency of two systems, social consensus etc. The main implications of this study is need to legislate the Act on Injury-Disease Compensation Annuity cutback if the NPS other benefits are duplicated first of all and increase the reduction rate of duplication benefit adjustment system from a long-term perspective.","국민연금, 산업재해보상보험, 중복급여, 중복급여조정방안, Worker`s compensation, National Pension System, Duplicated benefit, Duplication benefit coordination system",279 ~ 304,http://kiss.kstudy.com/search/detail_page.asp?key=3378895
12,국민연금 가입자의 가입상태 변화 및 노후준비 현황과 정책적 함의,"김경아 ( Kyunga Kim ) , 정인영 ( Inyoung Jung )",한국사회보장학회,사회보장연구,31,3,2015,1225-5866,"본 연구는 한국복지패널 자료를 사용하여 국민연금 가입자와 적용제외자의 가입상태 변화와 노후준비 현황을 비교분석하고, 국민연금제도 개선을 위한 정책적 함의를 도출하고자 하였다. 분석결과, 지역가입자가 사업장가입자에 비해 국민연금 적용의 안정성이 다소 떨어지며, 지역가입자의 사회보험 가입 및 사적연금 가입 현황 역시 취약한 것으로 나타났다. 한편, 여성들의 경우 납부예외자와 적용제외자의 비중이 높아 여성들의 국민연금 사각지대 문제가 더 심각하다. 또한, 여성들은 장기적으로 납부예외자이었던 상태가 더욱 열악한 경제적 상태인 기초생활수급자 등 기타 유형으로 전락할 가능성 역시 크다. 이처럼 여성 지역가입자 및 적용제외자의 노후소득보장이 남성에 비해 상대적으로 취약할 가능성이 높으므로, 이에 대한 국민연금 차원의 관심과 대책이 필요할 것으로 보인다.","This study analyzes state change of the coverage of insured persons under the National Pension Scheme (NPS) and their planning for later life, using Korea Welfare Panel Study. The results of the study show that, compared to Workplace-based Insured Persons, Individually Insured Persons (IIP)’ status of coverage for social insurance and private insurance as well as their safety level of the coverage for the NPS are relatively low. In addition, women’s gaps in NPS coverage are greater than men’s one because women’s rates for insured persons exempted from contribution payments and those for persons excluded from the NPS coverage are considerably higher than men’s one. As a result, old-age income security for women, especially female IIP and those excluded from the coverage is more likely to be weaker than that for men. Thus the NPS needs to reform in order to improve these problems.","국민연금, 지역가입자, 적용제외자, 가입상태, 노후준비, National Pension Scheme, individually insured persons, persons excluded from National Pension, state of coverage, planning for later life",1 ~ 23,http://kiss.kstudy.com/search/detail_page.asp?key=3352245
13,독일 국민연금제도와 공무원연금제도의 비교,김상호 ( Sangho Kim ),한국사회보장학회,사회보장연구,31,3,2015,1225-5866,"비스마르크형 보험원칙에 기초해 운영되는 독일 국민연금제도 재원이 주로 보험료로 조달되는 반면 부양원칙에 기초해 운영되는 독일 공무원연금의 재원은 전액 일반예산에서 조달된다. 국민연금과 공무원연금 모두 소득비례연금제도이며, 노령연금의 최소가입기간과 배우자연금의 급여수준이 동일하다. 그러나 공무원연금제도에 최저연금이 있고, 국민연금제도에서 기존수급자의 연금을 연금산식에 따라 매년 새로이 산정하는 것과 달리공무원연금제도에서는 기존수급자의 연금을 임금 슬라이드를 통해 인상하는 점에서 차이가 있다. 국민연금과 공무원연금에 적용하는 상이한 소득세 부과방식에 기인하는 동일대우원칙 위반 문제를 해소하기 위해 연금 형성을 위한 기여-운용-급여 단계별로 비과세-비과세-과세하는 제도를 국민연금에 도입하였다. 국민연금의 경우 연금이 적은 상태에서 공제율이 적용되어 국민연금 수급가구 중 약 3/4이 소득세를 부담하지 않는다. 이와 달리 공무원연금의 경우에는 급여수준과 과세율이 높기 때문에 연금이 적은 예외적인 경우를 제외하고는 공무원연금 수급자가 소득세를 부담한다. 또한 국민연금의 재정 위기를 극복하기 위해 실시한 2001년 이후의 근본 개혁에 상응하는 제도 개선이 공무원연금에서 이루어졌다.","German National Pension Scheme which is based on the Bismarckian social insurance principle is financed mainly by the contribution. On the other hand, German Government Employees Pension Scheme which is based on the alimentation principle, is financed by the government budget. Both of them are income proportional scheme, and apply the same minimum insurance period for the old age pension and widow pension level. They differ, however, in that there are minimum pension and pension amount increases using wage indexation in the Government Employees Pension Scheme. The EET (exempted-exempted-taxed) system in the contribution-management-payment for the formation of pension was introduced in German National Pension Scheme in order to solve the problem connected with the equal treatment in the income tax with Government Employees Pension Scheme. About 3/4 of the households which currently receive pension from National Pension Scheme are exempted from income tax because pension amount is low and income deduction applies. In contrast, retired civil servants except for an exceptional case of low pension amount pay income tax due to high pension amount and income tax rate. Reform was carried out in German Government Employees Pension Scheme in accordance with the fundamental reform which was implemented in German National Pension Scheme since 2001.","독일 국민연금제도, 독일 공무원연금제도, 제도 비교, 연금개혁, 재정안정, German National Pension Scheme, German Government Employees Pension Scheme, comparison of schemes, pension reform, financial stability",25 ~ 47,http://kiss.kstudy.com/search/detail_page.asp?key=3352246
14,국민연금 실업크레딧의 실효성에 대한 연구: 급여수준 적정성 및 적용가능성을 중심으로,"김진수 ( Jinsoo Kim ) , 권소영 ( Soyoung Kweon ) , 유혜림 ( Hyerim Yoo )",한국사회보장학회,사회보장연구,31,3,2015,1225-5866,"본 연구는 한국에 도입될 실업크레딧 제도를 분석하였다. 분석은 급여수준 적정성 및 적용가능성을 기준으로 실행하였다. 첫 번째 기준인 실업크레딧의 급여수준에 대한 적정성을 평가하기 위해서 해외의 실업크레딧 정책을 분석하였다. 분석 국가는 독일, 영국, 프랑스, 일본의 4개국이며 적용대상, 인정소득수준, 인정가입기간, 재정부담방식을 중심으로 분석하였다. 외국 사례와 비교한 한국의 실업크레딧의 특징은 다음과 같다. 첫째, 적용대상의 측면에서 실업자 전체를 포괄하는 외국에 비해 한국은 실업급여 수급자만 포괄한다. 둘째, 인정가입기간 규정에 있어서 한국은 회당 산입기간제한과 생애 산입기간 모두 제한을 두고 있어 비교 대상 국가들에 비해 엄격하다. 더하여 연금 수급을 위한 최소가입기간이 길어 실업크레딧의 실효성에 제약이 있다. 셋째, 개인소득수준이 연금의 수준에 반영되는 가운데 실업크레딧을 통한 인정소득수준이 낮아 최종 연금액의 하락에 영향을 줄 가능성이 있다. 마지막으로, 한국의 실업크레딧은 다른 나라와 다르게 유일하게 자부담이 존재한다. 두 번째 분석기준인 적용가능성의 평가를 위해 한국노동패널 14차와 15차 개인력과 직업력을 병합한 데이터를 이용하였다. 그 결과, 첫째, 한국의 실업크레딧의 포괄범위는 고용보험의 실업급여 적용 사각지대와 유사하여 그 대상자의 적용범위가 넓지 않음이 실증적으로 나타났다. 둘째, 실업크레딧 비적용자가 실업크레딧 적용자보다 취약함을 알 수 있었다. 분석 결과, 한국의 실업크레딧은 사회적 보호의 기능을 효과적으로 수행하지 못할 것으로 보인다. 따라서 실업크레딧의 적용 범위를 확대하고, 급여 수준을 높여야 할 필요성이 있다.","The paper analyses unemployment credit(UC) in Korea National Pension. Benefit adequacy and applicability are used as the two criteria of analysing. To evaluate the adequacy of the benefit, this study compares Korean UC with that of Germany, United Kingdom, France and Japan by sub-criteria of coverage, reference earning, crediting period and financing. The characteristics of the UC in Korea compared to that in the other countries is followed. First, the UC in Korea only covers recipients of unemployment benefit in Unemployment Insurance(UI) while that of the other countries tries to cover all the unemployed. Second, reference earning of the UC in Korea is so small that it can adversely affect the amount of pension. Third, UC of Korea credits relatively shorter period in that the credited period is limited in a year. Considering National Pension in Korea has relatively longer qualifying years, it can limit the adequacy of the UC. Lastly, Korean UC is the only system which the recipients themselves should contribute(a quarter of one``s contribution) to the pension scheme. To evaluate applicability of Korean UC, the merged dataset of the individual dataset and work history dataset of 14th and those of 15th of Korea Labor and Income Panel Study (KLIPS) is used. The statistical findings suggest that since the coverage of the UC is connected to unemployment benefit coverage in UI, it shares the blind spot of UI which is not wide enough to cover the unemployed. Especially, those who are within the blind spot are found to be more vulnerable than those who are not, which means it lacks in targeting vulnerable people in labour market. The paper concluded that the UC in Korea cannot fulfill its goal of social protection. Therefore, there needs to be extension of coverage and improvement in the level of provision.","국민연금, 실업크레딧, 고용보험, National Pension, Unemployment Credit, Unemployment Insurance",49 ~ 74,http://kiss.kstudy.com/search/detail_page.asp?key=3352247
15,여성고용률과 아동빈곤율의 관계: 퍼지셋 질적비교분석을 활용한 OECD 34개국의 탐색적 분석,"김희정 ( Hi Jeong Kim ) , 서재욱 ( Jae Wook Suh ) , 강동훈 ( Dong Hoon Kang )",한국사회보장학회,사회보장연구,31,3,2015,1225-5866,"본 연구의 목적은 여성고용률과 기타 고용·복지·가족 변수의 특정한 결합 형태가 아동빈곤율을 설명하는 원인조건이 되는지를 검증하는데 있다. 이를 위해 OECD Stats와 OECD Family database 자료를 활용하여 퍼지셋 질적비교분석을 실시하였다. 고용관련 원인조건변수로 여성고용률, 실업률, 시장소득불평등을, 복지관련 원인조건변수로 복지급여 수준을, 가족관련 원인조건변수로 한부모가구비율을 분석에 투입하였다. 본 연구의 주요결과는 다음과 같다. 첫째, 높은 시장소득불평등과 낮은 복지급여수준의 결합은 낮은 여성고용률과의 결합을 통해 높은 아동빈곤율을 설명하는 원인조건이 되고 있었다. 둘째, 높은 여성고용률은 낮은 시장소득불평등 또는 높은 복지급여수준과 결합하여 낮은 아동빈곤율을 설명하는 원인조건이 되고 있었다. 이러한 연구결과는 아동빈곤의 완화를 위해 여성고용률을 제고하고, 시장소득불평등을 완화하며, 복지급여수준을 확대하는 것이 필요하다는 시사점을 제시한다.","The purpose of this study is to verify whether forms of combination of female employment rates and the other employment, welfare and family variables are causal conditions of child poverty rates. Employment-related variables include female employment rates, unemployment rates, market income inequality. Welfare-related variables include welfare benefit levels, and family-related variables include proportion of single parent households. Using OECD Stats and the OECD Family database, fuzzy set qualitative comparative analysis was carried. The main results of this study are as follows: First, the combination of high market income inequality and low welfare benefit levels, through combinations of low female employment rates, has been a causal conditions to explain the high child poverty rates. Second, high female employment rates, through combinations of high welfare benefit levels or low market income inequality, has been a causal conditions to explain the low child poverty rates. These results suggest that increasing the female employment rates, narrowing market income inequality, and expanding welfare benefit levels are necessary for child poverty alleviation.","아동빈곤율, 여성고용률, 실업률, 시장소득불평등, 복지급여수준, 한부모가구비율, child poverty rates, female employment rates, unemployment rates, market income inequality, welfare benefit levels, single parent households",75 ~ 91,http://kiss.kstudy.com/search/detail_page.asp?key=3352248
16,"세대 간 이전이 부의 불평등에 미치는 영향 -연령,소득집단별 영향력 분석-","백가현 ( Kahyeon Baek ) , 홍백의 ( Baeg Eui Hong )",한국사회보장학회,사회보장연구,31,3,2015,1225-5866,"본 연구는 세대 간 이전의 대표적 형태인 상속·증여가 부의 불평등에 미치는 영향을 살펴보는 것이다. 자본주의 성숙과 더불어 부의 세대 간 전이가 확대되고, 부의 세습으로 인한 불평등 확대에 대한 우려의 목소리가 높다. 그러나 기존 연구는 상속·증여의 실태와 의향에 대한 실태 파악 수준에 머물러 있으며, 실제로 상속·증여가 어느 정도 부의 불평등에 기여하는지에 대한 실증적 분석이 결여되어 있다. 본 연구는 3차-6차년도 재정패널조사를 사용하여 상속·증여가 부의 불평등에 미치는 영향을 연령집단과 소득집단으로 세분하여 살펴보았다. 연구 결과에 의하면, 전체적으로 상속·증여가 전체 부의 약23%를 차지하였으며, 부의 불평등에 약 22.3% 정도 기여하는 것으로 드러났다. 연령별로는 베이비부머 세대에서 상속·증여가 차지하는 비중이 그 이전세대나 이후세대에 비해 높았으며, 부의 불평등에 기여하는 정도는 젊은 연령층으로 갈수록 더 증가하는 것으로 나타났다. 소득계층별로는 상속·증여의 비중이 1분위와 5분위에서 높게 나타났으며, 특히 고소득층에서 부의 불평등에 미치는 정도가 큰 것으로 나타났다.","The purpose of this study is to analyse the effect of intergenerational transfers, especially of bequest and inter-vivos, on wealth inequality. Using National Survey of Tax and Benefit, the effect on wealth inequality is investigated by calculating the current value of bequest and inter-vivos and Gini decomposition. As the result for the whole group, intergenerational transfers account for about 23% of wealth inequality. As for the analysis of age groups, the effect of bequest and inter-vivos is higher when the age group was younger, which implies that intergenerational transfers become more important in recent years and make a society more unequal in the future. As for the income group analysis, the effect of bequest and inter-vivos is higher at group 5(top 20%). Finally, several policy implications and limitations of this study are discussed.","부의 불평등, 세대 간 이전, 상속, 증여, 지니계수분해방법, Wealth inequality, Intergenerational transfer, Bequest, Inter-vivos transfer, Gini decomposition",93 ~ 117,http://kiss.kstudy.com/search/detail_page.asp?key=3352249
17,건강보험 재원조달정책에 관한 비교연구 -사회보험방식 9개 OECD 회원국을 중심으로-,신기철 ( Kee Chul Shin ),한국사회보장학회,사회보장연구,31,3,2015,1225-5866,"우리나라는 자영업자 비율이 높고 OECD 회원국 평균보다 고용률이 낮은 등 고용구조가 취약하고 사회적 갈등을 원만하게 해결하지 못하는 경우가 있다. 따라서 앞으로 인구가 고령화되면서 늘어나는 노인의료비를 어떻게 조달할 것인지에 관해 진통이 예상된다. 고령화 과정을 겪은 OECD 회원국 중 건강보험을 사회보험방식으로 운영하는 9개 나라 모두 연금소득자에게 보험료를 징수하고 있다. 특히, 독일, 네덜란드 및 스위스는 젊은 층과 동일한 보험료율을 적용한다. 아울러 9개 나라 모두 중앙정부에서 의료비지출의 일정비율, 보험료수입의 일부 혹은 취약계층에 대한 보험료 등을 일반 재정에서 지원한다. 이외에도 자동차보험 할증보험료, 담배·주류 등의 광고비, 기업이윤의 일정 부분에 목적세를 부과하는 형태로 재원을 조달하고 있다. 건강보험의 재정안정화 대책을 시행하기 위해서는 국민은 물론, 요양기관, 제약회사, 의료종사자 등 다양한 이해관계 집단의 합의가 있어야 한다. 그런데 전국민 의료보장, 재원조달의 연대성, 의료접근의 형평성 및 양질의 의료서비스 등 건강보험이 추구하는 네 가지 가치를 모두 지키면서 이해 당사자가 만족할 수 있는 해결방안을 마련하기는 매우 어렵다고 한다. 우선 국민이 건강보험에 대해 신뢰할 수 있도록 보장내용을 강화하고 이를 바탕으로 재원조달체계의 개혁에 대한 사회적 논의가 시작되어야 한다.","Medical expenditures of the national health insurance will be increasing sharply due to aging. Further it will be difficult to finance those expenditures entirely with social insurance premiums. Because of feeble labor market structures and loose social solidarity, it is necessary to study various financing tools for health care. In a survey of 9 OECD countries which have adopted social health insurance systems, we find that they charge public health insurance premiums to the retired persons. Especially Germany, the Netherlands and Switzerland do same rates. Also the central governments subsidize fixed portions of medical expenditures, fixed rates of premiums or premium reductions for poor families with general revenues. Surcharges for auto insurance premiums, special purpose value added tax for tobacco and alcohol, a fixed ratio of net profits of enterprises are also valuable tools of health care financing. In order to improve the long term fiscal sustainability of the national health insurance, various stake holders such as insureds, medical service providers and medical professions should reach to an agreement. The utmost values of health care systems are universal coverage, solidarity in financing, equity of access and provisions of high quality medical services. There is no magic bullet for improving fiscal sustainability keeping those four values. In order to reach social consensus for increasing premium or taxes, it is necessary to promote social trusts of stakeholders through widening health care benefits for catastrophic illness.","건강보험의 재원조달, 노인의료비, 재원조달의 연대성, 지속가능성, Health Care Financing, Medical Expenditure for old age, Equity in Financing, Sustainability",119 ~ 144,http://kiss.kstudy.com/search/detail_page.asp?key=3352250
18,"장애인의 보건의료 접근성 저해 요인: 경제적 부담, 교통 불편, 시간적 제약으로 인한 미충족의료를 중심으로","전보영 ( Boyoung Jeon ) , 권순만 ( Soonman Kwon )",한국사회보장학회,사회보장연구,31,3,2015,1225-5866,"보건의료서비스에 대한 접근성 보장은 장애인을 대상으로 하는 보건정책 중 가장 기본이 되는 이슈 중 하나이다. 본 연구에서는 장애인의 보건의료 접근성을 대리하는 지표로서 미충족의료 경험을 활용하되, 그 이유를 경제적 부담, 교통 불편, 시간과 관련된 제약으로 구체화하여 각각에 영향을 미치는 요인을 파악하였다. 2011년 장애인실태조사 응답자 중 지체장애, 뇌병변장애를 가진 만 20-64세의 성인 1,829명을 연구대상으로 하였으며, 분석방법으로 다항로짓 모형을 적용하였다. 장애인의 20.9%에서 미충족의료의 경험이 있었으며, 이 중 69.9%는 경제적 부담으로, 9.2%는 교통이 불편해서, 20.9%는 시간과 관련된 제약으로 미충족의료 경험이 있는 것으로 나타났다. 회귀분석 결과, 장애인편의시설이 부족하여 외출에 불편함을 겪는 경우 경제적 이유 및 교통 불편으로 인한 미충족의료를 경험할 가능성이 높았으며, 특히 외출시 동반할 사람이 없어서 어려움이 있는 경우에 교통 불편으로 인한 미충족의료의 가능성이 높았다. 반면, 독거 상태이거나 임시직 및 일용직으로 일하는 경우 예약의 어려움, 진료 대기시간 등과 같은 시간적 제약으로 미충족의료를 경험할 가능성이 높았다. 이상의 분석을 통해 장애인의 보건의료 접근성에는 개인의 특성뿐만 아니라 주변 사람들의 역할과 제반 사회 환경이 상호작용하여 영향을 미치고 있음을 확인하였으며, 미충족의료의 이유에 따라 우선적으로 고려되어야 하는 정책의 접근방식도 달라져야 함을 시사했다.","Improving access to health care services is one of the most important issues in health policy for persons with disabilities. In this study, we used self-reported unmet need as an indicator of access, which can be classified into three groups: unaffordability, factors restricting travel, and problems due to time constraints. This study focused on adults aged 20-64 years with physical disability, such as limb or brain disabilities, and the final sample size was 1,829. Using the National Survey on Persons with Disabilities in 2011, we applied a multinomial logit model to examine the factors related to the three reasons for unmet need. The percentage of unmet need was 20.9% when all reasons were included. Among them, 69.9% were due to unaffordability, 9.2% were due to factors restricting travel, and 20.9% were due to time constraints. The regression results showed that the lack of convenient facilities outside was associated with higher probability of unmet need due to costs and travelling-related barriers. Lack of assistance was also positively correlated with factors restricting travel. Moreover, when individuals with disability live alone or have a temporary job, they were more likely to experience problems due to time constraints, such as long waiting lists or difficulties in reservation. The findings of the analyses suggest that not only individual characteristics but also social and environmental factors affect the access to health care. This study underscores that health policy needs to consider different reasons for the unmet need of persons with disabilities to improve their access to health care.","장애인, 보건의료 접근성, 미충족의료, 장애인실태조사, Persons with disabilities, Health care accessibility, Unmet need, National Survey on Persons with Disabilities, NSPD",145 ~ 171,http://kiss.kstudy.com/search/detail_page.asp?key=3352251
19,조기 노령연금 수급률 전망 -선택가치모형에 기반한 새로운 방법론 모색-,"권혁진 ( Hyuk Jin Kwon ) , 신경혜 ( Kyung Hye Shin )",한국사회보장학회,사회보장연구,31,2,2015,1225-5866,"현재 국민연금 재정추계 모형에서는 미래의 조기수급률이 지난 몇 년간의 조기수급률과 동일하다고 가정하고 있다. 그 결과, 현재 진행되고 있는 연금수급 연령 연장에 따른 효과를 명시적으로 고려하지 못하는 한계가 있다. 이에 본 연구에서는 선택가치모형(option value model)과 미시모의실험을 통해 수급연령 연장이 중고령자의 재무적 유인에 미치는 영향을 분석하고, 그에 따른 미래의 조기수급률을 전망한다. 본 연구의 의의는 다음과 같다. 첫째, 명확한 이론적 근거 하에서 개인들의 조기노령연금 수급 결정에 대한 체계적인 실증분석을 통해서 추계결과의 논리적 근거를 강화하였다. 둘째, 새로운 방법론은 중고령자의 퇴직결정에 미치는 다양한 요인들을 고려할 수 있다는 점에서 장점을 갖는다. 셋째, 조기노령연금 수급에 대한 유인을 축소시키고자 한다면, 60-64세 기간 동안 연금가입을 허용하는 것이 바람직하다.","It is assumed that the future ratio of early old-age pension will be the same as that of the past few years in the current financial projection model of National Pension. Therefore, it does not explicitly take into account the effect of the extension of the pension age. This paper analyzes the effect of extending pension age for the financial incentive of the middle-aged’s retirement decision through the option value model and micro-simulation model, and projects a ratio of early old-age pension. The results are as follows. First, it reinforces the rationale for the results of the current financial projection model. Second, this new methodology has the advantage in that it can be used to consider various socio-economic factors on a retirement decision. Third, if we’re trying to reduce the incentive for the early old-age pension benefit, it is desirable to allow the pension participation of those aged between 60 and 64-age.","조기노령연금, 선택가치, 재무적 유인, 연금재정, Early Old-Age Pension, Option Value Model, Financial Incentive",1 ~ 35,http://kiss.kstudy.com/search/detail_page.asp?key=3327387
20,임금근로 장애인의 좋은 일자리 이동 영향요인 분석,"김영애 ( Young Ae Kim ) , 정영순 ( Young Soon Chung )",한국사회보장학회,사회보장연구,31,2,2015,1225-5866,"본 연구에서는 임금근로 장애인의 좋지 않은 일자리에서 좋은 일자리로의 이동 현황, 그리고 이 이동에 영향을 미치는 요인을 분석하였다. 이를 위해 장애인고용패널 1차년도 부터 6차년도 까지(2008년～2013년)의 자료를 사용하였으며, 패널로짓 확률효과 모델로 영향요인을 분석하였다. 분석결과, 좋지 않은 일자리에서 좋은 일자리로 이동한 비율은 11.5%에 불과하여 장애인의 좋은 일자리로의 이동이 결코 쉽지 않음을 보여 주고 있다. 좋은 일자리 이동에 영향을 주는 요인은 개인 특성 요인 중에서는 성별, 인적자본 요인 중에서는 자격증보유, 그리고 일자리 요인 중에서는 직장이동, 복리후생, 직종, 사업체 규모로, 일자리 요인의 영향력이 가장 큰 것으로 나타났다. 본 연구결과는 임금근로 장애인이 좋은 일자리로 이동하는 기회를 확대하기 위해 자격증과 연계된 재직자 직업능력개발사업을 활성화하고 전직서비스 등 다양한 취업지원서비스를 제공할 필요가 있음을 시사해주고 있다.","This study analyzes influential factors affecting mobility of wage workers with disabilities into good jobs. The research utilizes the data of the Panel Survey of Employment for the Disabled(PSED) from 2008 to 2013, which is analyzed by ‘panel logit random effects model’. The results of this study show only 11.5% of wage workers with disabilities transfers from bad jobs to good jobs, which implies the difficulty of wage workers with disabilities to move into good jobs. The influential factors affecting mobility into good jobs are sex as an individual factor, a certificate of qualification as a human capital factor, and job turnover, benefit package, type of occupation, and volume of enterprise as job factors. These results suggest that promoting the opportunities for mobility into good jobs includes an increase in subsidies to provide certificate-related on-the-job training, and various supportive employment strategies such as out-placement services. The strategies need to be established carefully considering type of occupation and volume of enterprise that affect in the different direction from anticipation.","임금근로 장애인, 좋은 일자리 이동, 패널로짓 확률효과모델, Wage Workers With Disabilities, Mobility Into Good Jobs, Panel Logit Random Effects Model",37 ~ 61,http://kiss.kstudy.com/search/detail_page.asp?key=3327388
21,일본 진료수가 결정 체계 분석을 통한 한국에의 정책적 시사점: 국민의료비 억제 기전 중심,"김정덕 ( Jung Duck Kim ) , 강민진 ( Min Jin Kang ) , 김도훈 ( Do Hoon Kim ) , 최영순 ( Yong Soon Choi ) , 편동유희 ( Yuki Katagiri )",한국사회보장학회,사회보장연구,31,2,2015,1225-5866,"이 연구는 국민의료비(한국의 건강보험 총진료비 개념)를 억제하는 기전으로 작동되는 일본의 진료수가 결정 체계를 분석하여 한국의 건보재정 안정화와에 기여할 수 있는 정책적 시사점을 도출하는데 있다. 일본의 진료수가 결정 체계 분석을 통한 한국에의 정책적 시사점은 다음과 같다. 첫째, 진료수가 개정 시 약가를 일괄 인하하고 신의료기술 등 자연증가분을 포함시키지 않음으로써 ‘진료수가 개정에 따른 신규 진료비 증가분’을 최대한 억제하는 한편 자연증가분 등을 포함한 전체 진료비증가분을 국민의료비(한국의 건강보험 총진료비)증가분과 연계하여 관리하는 거시경제적 효율성을 추구하는 제도 도입을 검토할 필요가 있다. 둘째, 진료수가체계와 의료공급체계를 연계하는 정책 유인을 하는 산정 요건을 많이 운영함으로써 의료자원 배분의 효율화를 제고하는 미시경제적 효율성을 추구하는 제도 도입을 검토할 필요가 있다.","Health Insurance Financing(HIF) of Korea is supposed to be unsubstantiality. Because revenue factors of HIF have been decreasing due to low fertility, whereas expenditure factors of HIF have been increasing due to aging & chronic disease. But as we had experienced controversial issue related to ‘tax increase’ at the second half of 2014, there is no alternative to financing for health insurance by raising health insurance premium. Therefore, in a given situation, the HIF spending structure reforms would be a contributory initiative. Among the aging & chronic disease - developed countries, Japan’s HIF indicators relatively had better performances than Korea through managing fee schedule revision system as a tool for health expenditure controlling mechanism. According to such a result, Korea and Japan are similar to revenue factors of HIF, Korea and Japan are different in expenditure factors of HIF. The implications for Korea through analyzing Japan’s medical fee schedule revision system as follows. First, Korea must review to introduce the strategy for driving macro-economic efficiency. Second, Korea must review to introduce the strategy for driving micro-economic efficiency.","일본 진료수가 결정 체계, 국민의료비, 국의 건보 총진료비, 억제 기전, Japan`S Fee Schedule Revision System, Health Expenditure, Controlling Mechanism",63 ~ 99,http://kiss.kstudy.com/search/detail_page.asp?key=3327389
