No.,논문명,저자명,발행기관명,간행물명,권,호,발행년도,ISSN,국문초록,영문초록,키워드,페이지,URL
11,스웨덴의 의료개혁 동향과 정책적 함의,임문혁 ( Mun Hyuk Im ),한국사회보장학회,사회보장연구,27,4,2011,1225-5866,"스웨덴 의료체계는 지난 20년 동안 새로운 공공관리라는 명칭 하에 시장지향적 의료개혁을 단행하여 매우 커다란 변화가 있었다. 이를 부연하자면 1990년부터 스웨덴 의료체계는 경쟁모형에서 협력모형으로 이행하였다가 다시 경쟁모형으로 선회하는 정책적 여정을 경험하였다. 본 연구는 지난 20년 동안 진행된 스웨덴 의료개혁의 내용을 살펴보고 시장지향적 의료개혁이 형평성과 사회적 연대감을 중시하는 전통적 스웨덴 모형과 관련된 특성에 어떠한 영향을 미쳤는지를 분석하였다. 스웨덴의 사례에서 도출한 주요 연구결과는 다음과 같다. 첫째, 정권의 이념적 성향이 의료개혁 내용에 중대한 영향을 미칠 수 있다는 점이다. 둘째, 스웨덴의 성공적 의료비 상승 억제는 시장지향적 개혁에 의한 것이라기보다 정부의 예산 통제와 서비스 감축의 결과라는 점이다. 셋째, 시장 지향적 개혁이 환자의 선택권을 신장시키고 병원 효율성 제고에 기여한 바가 있지만 의료접근도나 사회적 연대감에 부정적 영향을 미쳤다는 점이다. 마지막으로 스웨덴 경험의 정책적 함의에 대하여 기술하였다.","During the past two decades, the Swedish healthcare system has undergone profound change by market-oriented reforms under the name of New Public Management(NPM). From 1990 onwards, Swedish health care system has experienced three major policy turnabouts, that can be conceived as a journey ``from competition to co-ordination and back``. In this article, I describe market reforms in Swedish health care during the last two decades and analyze to what extent these reforms have altered the features that normally are associated with the traditional Swedish model. One main finding of this study is that the ideological leaning of the governments in power may play an important role in affecting the content of healthcare reforms. In addition, it is apparent that the Swedes have had considerable success in attaining cost containment - not primarily through ""market-oriented reforms"" but through government budget controls and service reduction. Further, though the market reforms enhanced patient choice and made modest contributions to hospital efficiency, it appears that equal access to care, or solidarity may be adversely affected by market-oriented reforms. Finally, some policy implications from Swedish experience for korea are described.","스웨덴 의료개혁, 새로운 공공관리, 시장지향적 개혁, 경쟁, 조정, Swedish health care reforms, New Public Management(NPM), market-oriented reforms, competition, co-ordination",273 ~ 294,http://kiss.kstudy.com/search/detail_page.asp?key=2958450
12,노인의 의료보장 사각지대 진입 및 탈출 요인,김제선 ( Je Sun Kim ),한국사회보장학회,사회보장연구,27,4,2011,1225-5866,"본 연구는「한국복지패널조사」1차(2006년)부터 3차(2008년)까지 자료 중 최종 2,957명을 대상으로 의료보장 사각지대 경험의 이행형태를 진입과 탈출로 유형화함으로써 노인 의료보장 사각지대의 규모와 특성, 이행형태별 요인 등을 동태적으로 분석하는데 목적이 있다. 주요 결과는 첫째, 노인의 의료보장 사각지대 규모는 2006년 953명(32.2%), 2007년 719명(24.3%), 2008년 601명(20.3%)으로 감소하는 추세를 보였는데, 건강보험가입 대상자에게는 확연히 나타났으나, 의료급여 대상자에게서 감소율이 적었다. 둘째, 매년 의료보장 사각지대 진입보다는 의료보장 사각지대 탈출이 더 큰 규모로 나타났다. 셋째, 노인의 의료보장 사각지대 진입 및 탈출 요인으로, 사각지대 진입 유형 모두에서 소인성 요인 중 가구형태(비단독가구 기준), 질병욕구 요인 중 주관적 건강상태(좋을수록 기준), 의료획득가능 요인 중 거주지역(도시지역 기준)이 노인이 의료보장 사각지대에 진입할 때 부(-)의 요인으로 나타났다. 사각지대 탈출 유형 모두에서는 소인성 요인과 질병욕구 요인은 유의미한 결과로 나타나지 않았고, 의료획득가능 요인은 거주지역(도시지역 기준)이 부(-)의 요인으로, 그리고 지역사회에서 제공하는 의료비지원의 경험 여부(경험 있음 기준)가 정(+)의 요인으로 나타났다. 결과적으로 노인이 의료보장 사각지대에 진입하지 않게 하거나 탈출하는데 공적 체계와 더불어 사회적 지지 등 지역사회복지의 중요성도 시사하고 있다.","The purpose of this study is to analyze factors on the blind spots in the health care security for the aged. Analytical methods were classified as penetration and extrication with the transition forms from the elderly experience of the blind spots in the health care security, dynamic analysis methods were analyzed. The consequence for the empirical analysis of factors on the blind spots in Health care security for the aged: First, the blind spots showed the following scale is that decreased from 953 people(32.2%) in 2006, to 719 people(24.3%) in 2007, and then to 601 people(20.3%) in 2008. Seconds, the households factor among predisposing determinants, the disease factor among illness level and need factors, the subjective state of health needs among enabling factors appeared as the deciding factor in the negative (-) direction. In particular, the enabling factors was the deciding factor to preventing the entry for blind spots more than predisposing and illness level and need factors. In conclusion, this study presented that a solution of the blind spot is a new social welfare paradigm to enable the activation of social community welfare or the strengthening of social support for elderly households and so on.","노인, 의료보장, 의료보장 사각지대, 사각지대 진입,탈출, 지역사회복지, the aged(senior citizen), blind spots in the health care security, penetration and extrication from blind spots, community welfare",295 ~ 325,http://kiss.kstudy.com/search/detail_page.asp?key=2958451
13,베이비부머의 노후를 대비한 사적 재무적 준비에 영향을 미치는 요인,박창제 ( Chang Je Park ),한국사회보장학회,사회보장연구,27,4,2011,1225-5866,"본 연구는 베이비부머의 사적인 재무적 노후준비에 대한 영향요인을 분석하고, 이를 바탕으로 정책적 함의를 논의하는 데 목적이 있다. 본 연구에서 사용된 자료는 노동연구원의 고령화연구패널 자료 중에서 1961년생에서 1955년생에 이르는 2,432명을 분석대상으로 삼았다. 본 연구의 개념체계는 Andersen 건강모형을 토대로 하였고 logistic 분석을 이용하여 영향요인을 찾고자 하였다. 분석결과는 다음과 같다. 첫째, 연금성 보험가입여부로 측정한 사적 재무적 노후준비 비율은 낮은 편이었다. 둘째, 소인적 특성요인 중에는 연령과 교육수준이 사적 재무적 준비에 영향을 미쳤지만, 성별과 결혼 상태는 유의한 영향을 주지 못하였다. 셋째, 가능자원요인 중에서 자녀수와 경제만족도를 제외한 경제활동, 가계소득, 주택보유, 고이자저축, 주식 및 투자신탁보유, 유산상속, 부채 등 많은 요인들이 사적 재무적 준비에 유의하게 영향을 미치는 것으로 나타났다. 넷째, 필요요인 중에서는 장애가 있음은 베이비부머의 사적 재무적 노후준비에 부정적 영향을 미친 반면, 장수가능성은 베이비부머의 사적 재무적 노후준비에 긍정적 영향을 미치는 것으로 나타났다.","The purpose of this study is to analyse factors affecting private financial preparation for Aging of the Baby Boomers in Korea empirically, and then to discuss policy implications for the results of analysis. Data from Korean Longitudinal Study of Ageing(KLoSA) conducted by Korea Labor Institute are used in this study. From this dataset, 2,432 baby boomers born between 1961 and 1955 were selected for this study. The conceptual framework for this study was based on Andersen`s health behavioral model. The results is summarized as follows. First, baby boomers` private financial preparation proportion for aging measured by purchase of private pension insurances was low. Second, among predisposing characteristics, age and education had a statistically significant effects on private financial preparation for aging, but gender and married status did not have a statistically significant effects on private financial preparation for aging. Here is, age had negative effect, but positive effect on private financial preparation for aging. Third, among enabling resources, economic activities, household income, home ownership, high interest savings, having stocks and investment trusts, heritage gift possibility, having debts had a statistically significant effects on private financial preparation for aging of baby boomers. Here is, only having debts had negative effect on private financial preparation for aging. Fourth, among needs, having disabilities had a statistically significant negative effects but subjective expectation of potential longevity had a statistically significant positive effects on private financial preparation for aging of baby boomers.","베이비부머, 사적 재무적 준비, 노후준비, baby boomers, private financial preparation, preparation for aging",327 ~ 351,http://kiss.kstudy.com/search/detail_page.asp?key=2958452
14,노인의 고용이행에 관한 연구,김경휘 ( Kyoung Huy Kim ),한국사회보장학회,사회보장연구,27,3,2011,1225-5866,"본 연구는「국민노후보장패널」1차년도 조사 자료부터 3차년도 조사 자료를 활용하여 노인의 고용이행 특성을 파악하는 연구목적을 갖고 있다. 이러한 연구목적을 달성하기 위해 자료를 분석한 결과, 첫째, 노인의 고용의 고착화 현상이 심하다는 것을 알 수 있었다. 둘째, 고용이행에 영향을 미치는 요인이 무엇인지를 분석하기 위해 콕스의 비례위험 생존분석을 실시하였다. 생존분석 결과, 고용이행에 주요한 영향을 미치는 요인으로는 연령, 교육수준, 육체적 건강상태, 심리적 건강상태, 세대구성, 손자녀양육여부, 빈곤여부, 사적이전, 지역, 직업, 취업형태, 일에 대한 만족도 요인으로 나타났다. 이와 같은 분석결과를 종합해 볼 때, 노인의 고용이행은 단순히 노인의 건강이나 연령과 같은 개인적인 차원에서 영향을 받는 것이 아니라 노인들을 둘러싼 다양한 요인들이 상호 복합적으로 영향을 미치고 있다는 사실을 알게 되었다. 따라서 노인이 노동시장 초기 진입, 유지, 재진입과 같은 단계별 특성들이 종합적으로 고려된 상태에서 노인들을 위한 일자리 정책들이 마련되고 실시되어야 할 것이다.","Purpose of this study is to understand what is a Old Worker`s Employment Movement by ``Korean Retirement Income Survey 1st wave-3rd wave. As a result, First of all, Old Worker`s Employment Movement is not flexibility. Second, We analysis Cox Proportion Hazard Survival Analysis for Old Worker`s Employment Movement Factors. Old Worker`s Employment Movement is influenced from Age, Education, physical Health, Psychological Health, Family Generation Composition, Grandchild, Poverty, Private Transfer, Area, Job, Employment Type, Job Satisfaction. When considered these result, Old Worker`s Employment Movement can know truth that is very complex. Therefore, Old Worker`s Job Policies is have to be enforce consider with labor market entry, maintain, reentry level`s characteristic.","노인 근로자, 고용이행, 케플란-마이어 분석, 콕스의 비례위험 생존분석, Old Worker, Employment Movement, Kaplan-Meire Analysis, Cox Proportion Hazard Survival Analysis",1 ~ 34,http://kiss.kstudy.com/search/detail_page.asp?key=2945246
15,「사회보장기본법」 및 개정안의 문제점과 개선방안,진명구 ( Myung Gu Jin ),한국사회보장학회,사회보장연구,27,3,2011,1225-5866,"본 연구는 독일 사회법전(SGB)에서 정하고 있는 사회보장체계에 관한 내용을 분석하고, 이를 기초로 우리나라 현행「사회보장기본법」과 개정안의 내용과 문제점을 파악함으로써 향후「사회보장기본법」의 개정방향을 제시하고자 함에 목적이 있다. 독일의 사회법전을 모델로 한 것은 현행「사회보장기본법」에 결여되어 있는 체계성과 세부적 규율방식을 보여주고 있어 이를 기초로「사회보장기본법」의 문제점 개선을 위한 시사점을 얻을 수 있기 때문이다. 독일 사회법전은 사회보장에 관한 권리를 명시하여 규정하고, 고용, 사회보험, 사회보상, 가족, 주거, 아동 및 청소년, 공공부조, 장애인으로 이어지는 ``사회적 위험``을 중심으로 체계적인 규정을 두고 있다. 특히 그러한 위험의 완화에 그치지 않고, 예방까지 규율함으로서 사전적인 사회안전망으로 기능까지 정하고 있다. 그리고 독일 사회법전 제1권에서는 ``제2장 관할규정``에서 급여의 종류, 설명의무를 비롯하여 상담, 정보제공에 관하여 구체적으로 정하고 있으며, 신청에 관하여서 신청의 방법, 장소, 범위 등에 관하여 자세히 정하고 있다. 결국 이러한 구체적이고 세밀한 규율은 우리나라의 현행「사회보장기본법」이 포괄하지 못하고 있는 주거수당, 아동 및 청소년 지원 급여 등에 관한 사항의 규정과 사회보장의 적용범위, 법률유보사항, 불리한 합의의 금지 등 사회보장에 있어서 ``수급권``과 관련된 분쟁해결 기준, 방법 및 절차를 포함하는 총칙 규정 마련의 필요성을 시사해준다고 할 수 있다. 이를 토대로 현행「사회보장기본법」을 분석해보면, 현행법의 ``사회보장``의 정의, 사회보장수급권에 관한 사항을 정하고 사회보장심의위원회를 두고 있으나, 규정의 모호함과 체계성 미비로 인해, 사회보장심의위원회의 구성이 민주성을 담보하지 못하는 점, 사회보험의 부담주체 설정기준의 불합리성, 사회복지전달체계의 조정 미비, 민간에 대한 정보규율의 미비 등이 문제점으로 지적될 수 있다. 「사회보장기본법」이 이러한 문제를 안고 있음에도 불구하고, 개정 입법이 이루어지지 않았으나, 최근 복지환경의 변화와 함께 복지정책의 대계를 세우기 위하여「사회보장기본법」전부개정법률안(박근혜 의원 대표발의)이 제출되어 향후 사회보장체계의 구축과 관련하여 논의가 이루어지고 있어 주요내용을 검토하였다. 전부개정법률안은 복지사회 실현의 목표를 정하면서, 사회보장의 범위를 확정함에 있어 중요한 의미를 가지는 ``사회적 위험`` 개념을 사용하고 있으나, 이를 명시적으로 정하고 있지 않다는 점, ``사회보장 기본계획`` 사항 규정의 정비가 필요하다는 점이 문제로 지적될 수 있다. 결국, 향후 체계적이고 효과적인 사회보장체계를 갖추기 위해서는 현행「사회보장기본법」과 개정안의 문제점들을 보완하여 입법이 이루어져야 한다고 생각한다.","The purpose of this study is to analyze the problem and to find the way of reformation the Fundamentals of Social security Act. For this analysis, German social security system, SGB (Sozialgesetzbuch) is useful resolution to the problem of the Fundamentals of Social security Act of Korea. It is stipulated specifically and systemic about general principles to regulate social security system. In conclusion, to make new clause for the definition of ""Social security"", problem solving way and procedure like SGB model is necessary for the revision of the Fundamentals of Social security Act. Futhermore, the concept of social security of the Fundamentals of Social security Act have to include birth, infant care, children and juvenile education. Also, the right for social security is needed to stipulate specifically as actual effecting right. In the same context, that rights implicate preventive protection to the social security net. Especially, this study considered the bill of Park, Keun hye, which is composed changes of paradigm for social security, In result, there`re no clear legal points difference between bill and current law. However, above points from the SGB could compensate the defects of the concept ""life time social security net"" in the bill.","사회보장기본법, 사회보장기본법 개정, 박근혜 법안, 독일 사회법, The Fundamentals of Social security Act, SGB",35 ~ 57,http://kiss.kstudy.com/search/detail_page.asp?key=2945247
16,사회보장협정의 경제적 효과 -해외파견근로자의 외국 사회보장비용 면제를 중심으로-,백수현 ( Soo Huyn Baek ),한국사회보장학회,사회보장연구,27,3,2011,1225-5866,"본 연구는 우리나라가 외국과 체결한 사회보장협정에 의한 경제적 효과를 측정해보고 향후 우리나라의 협정추진 정책방향의 시사점을 얻기 위한 것이다. 우리나라는 해외에 진출해 있는 우리기업의 외국 사회보장 비용부담 해소차원에서 1990년대 중반부터 외국과 사회보장협정을 적극적으로 추진해오고 있다. 그간 우리나라가 외국과 체결한 사회보장협정은 미국 등 12개국과는 가입기간합산 협정을, 영국 등 7개국과는 보험료면제 협정을 체결하여 2010년 6월말 현재 총 19개 국가와 협정을 시행하고 있다. 협정체결에 따른 경제적 효과는 2010년 6월말 기준으로 우리나라 파견근로자의 협정국보험료 면제액 869,384백만원에서 우리나라에 파견된 협정국 근로자의 한국 보험료면제액 103,115백만원과 협정국 국민에게 지급한 국민연금반환일시금 129,930백만원을 차감한 636,339백만원으로 측정되었다. 본 연구에서는 이 같은 협정의 경제적 효과를 바탕으로 우리나라가 향후 외국과의 사회보장협정을 지속적으로 추진하되, 다음과 같은 두 가지 정책방향에서 협정을 추진할 것을 제시하고 있다. 첫째, 우리나라 파견근로자가 많은 국가와 협정을 추진하되, 선진국을 우선순위로 추진하는 것이 바람직하다. 둘째, 외국과의 사회보장협정은 가입기간합산 협정을 우선적으로 추진하고, 보험료면제협정은 차선으로 추진해야 할 것이다.","The purpose of this paper is to obtain implications for social security agreement policy of Korean government in the future, based on the economic effectiveness of social security agreements that Korean government concluded with foreign countries. Since the mid-1990s, Korean government has aggressively pursued social security agreements with foreign countries to alleviate foreign social security costs burden of overseas Korean enterprises. As its result, Korean government has implemented social security agreements with 19 countries as of the end of June, 2010: totalization agreements with 12 countries including the U.S.; contributions only agreements with 7 countries including the United Kingdom. The economic effectiveness of social security agreements concluded by Korean government is measured in 636,339 million KRW as of the end of June, 2010. The amount is calculated by subtracting the amount exempted from Korean contributions of foreign workers(103,115million KRW) and the National Pension lump sum refund paid to foreign workers by Korean government(129,930 million KRW) from the amount exempted from foreign social security contributions of Korean workers(869,384 million KRW). Based on the economic effectiveness of the agreements mentioned above, this paper suggests that Korean government aggressively expand social security negotiations with foreign countries, based on the following two policy directions. First, it is desirable that social security negotiations be made by priority with the advanced countries to which lots of Korean workers are detached. Second, it is required that social security negotiation be made preferentially for totalization agreement and then for contributions only agreement as an alternative.","사회보장협정, 가입기간합산 협정, 보험료면제 협정, 협정의 경제적 효과, social security agreement, totalization agreement, contributions only agreement, the economic effectiveness of agreement",59 ~ 89,http://kiss.kstudy.com/search/detail_page.asp?key=2945248
17,소득계층에 따른 의료이용의 격차: 연령집단별 Le Grand 지수 분석을 중심으로,김진구 ( Jin Gu Kim ),한국사회보장학회,사회보장연구,27,3,2011,1225-5866,"본 연구는 국민건강영양조사 4기 3차 자료를 이용하여 소득계층에 따른 의료이용의 격차를 분석하였다. 분석에는 집중지수와 Le Grand지수가 사용되었으며, 특히 구체적인 접근을 위하여 연령층에 따라 집단을 구분하여 추가분석을 실시하였다. 연령집단별 추가분석에서 새롭게 발견한 결과들을 요약하면 다음과 같다. 첫째, 전 연령층 분석에서 저소득층에 불리한 건강상태의 격차가 존재하였으나, 연령집단별 분석에서 이러한 격차는 크게 완화되었다. 따라서 소득계층별 건강상태의 격차는 연령에 의해 크게 영향을 받는다. 둘째, 전 연령층분석에서 외래진료횟수는 저소득층에 유리한 격차가 존재하였으나, 연령집단별 분석에서는 차이가 거의 없거나 크게 줄어들었다. 따라서 외래진료 횟수의 저소득층에 유리한 결과는 저소득층에 노년층이 집중적으로 분포된 연령효과가 크게 영향을 미친 것으로 파악되었다. 셋째, 전 연령층분석에서 외래진료비총액은 고소득층에 유리한 불평등이 존재하였는데, 연령집단별 분석에서는 청장년층에서는 그 정도가 줄어든 반면, 노년층은 크게 확대되었다. 넷째, 전 연령층분석에서 입원비 총액은 저소득층에 유리한 격차가 있는 것으로 나타났으나, 연령집단별 분석에서 노년층은 고소득층에 유리한 불평등이 있는 것으로 반전되었다. 연령집단별 분석결과 소득계층별 연령분포의 차이로 인하여 연령은 건강과 의료이용의 격차에 크게 영향을 미친다. 특히 노인의 빈곤화에 따른 노년집단의 저소득층 집중현상이 노년층의 건강이나 의료이용 특성을 저소득층의 통계적 특성으로 크게 반영시켜 형평성에 영향을 미치기 때문에 노년층의 영향은 절대적이었다. 따라서 건강과 의료이용의 격차를 개선하기 위해서는 저소득노인들의 의료이용을 높일 수 있는 의료보장정책의 수단들이 모색되어야 한다.","This study analyzed the differences in the delivery of health care in term of income levels using the databases out of National Health and Nutrition Survey of 2009 (KNHANES Ⅳ-3). The main measurement tools of the analysis were the Concentration Index and Le Grand Index. The Analysis was not only applied to all the age but also three age groups(young age, middle age, old age). The main results of this study were the followings. First, there were sizable differences in health level of all the age, but in analysis by age groups the differences diminished; therefore, the differences in health level were not only influenced by income but also age. Second, the number of visiting outpatient clinic of low income groups was high in all the age, but in analysis by age groups it was not so. Third, the average cost per visit and total cost of health care were significantly higher in the high income groups. The differences were particularly higher in old age group than others in analysis by age groups. Fourth, in hospital services, the average cost per service and total cost of low income group were higher than that of high income groups. But, in analysis by age groups, the results of old age group were directly opposite. This study revealed that age was one of the important factors in health level and health care utilization, in particular, the impact of old age were crucial.","의료이용의 형평성, 건강의 형평성, 집중지수, Le Grand지수, Equity in Delivery of Health Care, Equity in Health Levels, Concentration Index, Le Grand Index, HILG",91 ~ 122,http://kiss.kstudy.com/search/detail_page.asp?key=2945249
18,20-30대 직장여성의 결혼과 출산: 선택의 기로에 선 그녀들의 심경,"이훈희 ( Hun Hee Lee ) , 서용석 ( Yong Sug Suh ) , 정윤태 ( Yum Tae Jung )",한국사회보장학회,사회보장연구,27,3,2011,1225-5866,"본 연구는 저출산의 원인으로써 가족형성 지연 문제의 중요성을 부각시키기 위하여, 미혼직장여성의 결혼과 출산에 대한 인식유형을 구분하고, 각 유형별 특성과 유형별 차이점을 파악한다. 수집된 자료는 QUANL PC 프로그램으로 처리하였으며, 주요인분석을 실시하였고 요인회전방식은 배리맥스를 이용하였다. 분석 결과 제1유형은 ``미혼지위 안주형``, 제2유형은 ``전통적 가족지향형``, 제3유형은 ``결혼제도 비판형``으로 분석되었다. 본 연구에서 확인된 결혼에 대한 3가지 유형은 비혼자와 만혼자의 증가 및 출산율의 하락에 대해 고민하는 시점에서, 20-30대 여성들의 결혼에 대한 단순한 의사표현을 넘어 다양한 관점을 파악할 수 있게 하고, 객관적이고 학술적인 내용을 제공할 수 있다는 데 의의가 있다. 그리고 더 나아가 출산장려정책의 형성과 집행에 대한 기초적이고 객관적인 자료가 될 것으로 기대한다.","The purpose of this study is to highlight the delayed family formation problem as the cause of low fertility, classify the type of perception of unmarried working women for Marriage and observe the difference and characteristic by perception type. The subject for the study using Q method was the working women in 20~30`s. For the Q sample, the questionnaires with 24 questions were prepared through depth interview with 5 out of subject, literature and TV debates. After the objective and method of this study was explained to subject to get approval, questionnaires were prepared to find out the demographic characteristic and distributed them according to 7 points Q-sample distribution. The sampled data were processed with QUANL PC program to analyze the main factors, and Varimax was used for factor rotation method. The findings were classified into 3 types. At the time of worrying about the increase of non-marriage and late marriage and decline of fertility, the 3 types of perception of women in 20~30`s on Marriage would be meaningful in terms that the findings allow us to grasp various perspectives beyond their simple expression and provide objective and academic contents. In addition, it is expected that the findings would be fundamental and objective materials in formation and execution of childbirth policy.","결혼, 저출산, Q방법론, 인식유형, Marriage, Low fertility, Q method, Type of perception",123 ~ 142,http://kiss.kstudy.com/search/detail_page.asp?key=2945250
19,우리나라의 세대 간 소득 이동성 분석 -아버지와 아들을 중심으로-,"최지은 ( Ji Eun Choi ) , 홍기석 ( Ki Seok Hong )",한국사회보장학회,사회보장연구,27,3,2011,1225-5866,"본 연구는 세대 간 소득 탄력성계수를 추정하여 우리나라의 세대 간 소득 이동성에 대한 함의를 도출하였다. 실증분석을 위해 한국노동패널조사(KLIPS) 1차~11차 자료 중 원가구의 가구주인 아버지와 분가한 가구의 가구주가 된 아들의 자료를 연결한 총 369쌍의 표본을 설정하였다. 항상소득에 대한 대리변수(proxy)는 연간 및 월평균 근로소득을 이용하였고 모든 변수를 평균하였으며 생애주기 변동을 통제하고자 부모와 자녀의 연령 및 연령제곱을 설명변수로 추가하였다. 분석방법은 최소제곱(Ordinary Least Square) 및 도구변수(Instrumental Variable) 추정방법을 사용하였고, 자녀의 소득분위별 세대 간 소득 이전 정도를 분석하고자 분위회귀분석(Quantile Regression)을 추가적으로 실시하였다. 분석한 결과, 첫째 아버지와 아들의 근로소득은 강한 상관관계를 갖는 것으로 나타나 우리나라의 세대 간 이동성이 낮다는 가능성을 찾게 되었다. 둘째, 분위회귀분석 결과 연간 근로소득을 기준으로 최하위 분위에 속한 아들의 경우 아버지 소득의 영향력은 상당히 큰 것으로 나타났다. 이는 부모의 소득이 낮아질 때, 하위분위에 있는 자녀 소득 역시 급격히 감소할 수 있음을 시사한다.","This study analyzes the extent of intergenerational income mobility in Korea, using KLIPS (Korea Labor and Income Panel Study) database from 1998 to 2008. In particular, this study examines 369 father-son pairs from KLIPS to estimate father-son correlations in labor earnings. Main conclusions of the paper are as follows: (1) Intergenerational correlation in labor earnings is about 0.4, indicating that income mobility in Korea may not be as high as some believe; (2) Quantile regressions reveal that the father-son correlation is particularly strong in low percentiles of the son`s income. These results imply that poverty may be passed on from one generation to another.","세대 간 이동, 소득 이전, 도구변수추정법, 분위회귀분석, intergenerational mobility, transmission of income, IV estimates, quantile regression",143 ~ 163,http://kiss.kstudy.com/search/detail_page.asp?key=2945251
20,국민연금제도 도입 및 가입 전 장애에 대한 장애연금 적용가능성 검토 및 재정소요액 추정,"강성호 ( Sung Ho Kang ) , 이지은 ( Ji Eun Lee )",한국사회보장학회,사회보장연구,27,3,2011,1225-5866,"국민연금 장애연금 수급자 비중이 등록장애인 대비 3%수준에 미치지 못하고 최근 장애인연금제도가 도입되었지만 여전히 소득보장성이 미흡한 바, 본 연구에서는 국민연금제도 도입 및 가입 전 장애에 대해서도 장애연금을 확대적용함으로써 장애인의 소득보장을 확대하는 것을 검토하고 있다. 분석결과에 의하면, 연금제도 도입 및 가입 전 장애에 대한 연금수급권 인정은 사회보험원리 및 재정안정에 다소 부정적인 영향을 미칠 수 있으나, 장애인소득 및 복지 증진, 형평성 제고, 근로유인 제고, 노동기회 박탈에 대한 보상이라는 측면에서는 긍정적인 효과가 있을 것으로 분석되었다. 따라서 일정 기간의 기여를 전제로 하고 일정 연령이상의 장애인을 대상으로 장애연금 수급기회를 확대보장 하고자 하는 취지는 사회보험원리 약화 및 재정불안정 문제를 고려한 상태에서 장애인에 대한 소득보장을 강화할 수 있다는 시사점을 제시하고 있다.","On the point of view that the percentage of disability pension recipient is remaining at 3% of the registered disabilities, that means that the income security function of disability pension is insufficient, and expanding the disability pension for the disabled prior to the national pension system introduction & affiliation was analyzed from several perspectives. The result revealed that the guarantee of disability pension for the disabled prior to the national pension system somewhat weakens the social insurance principle or negative in the financial problem. However, it is thought to have positive effects on the aspect of promoting welfare such as incomes for the disabled as well as enhancing equality, motivation to work and compensation for the deprivation of labor opportunity. Overall, expanding and ensuring the disability pension right for the disabled prior to the introduction & affiliation has positive effects, and we suggested special disability pension system with partial contribution in order to be faithful to the social insurance principle. Accordingly, in the sense that it can ensure the opportunity for the disabled in certain age groups to receive disability pension without causing financial problem, it presents an implication on income guarantee for the disabled and the enhancement of trust on the national pension system.","장애연금, 제도 도입 및 가입 전 장애, 수급권 확대, disability pension, disabilities prior to the system introduction & affiliation, expansion of the right to receive",165 ~ 193,http://kiss.kstudy.com/search/detail_page.asp?key=2945252
21,한국의 복지태도와 건강보험 인식의 결정요인,"이훈희 ( Hun Hee Lee ) , 김윤태 ( Yun Tae Kim ) , 이원지 ( Won Jie Lee )",한국사회보장학회,사회보장연구,27,2,2011,1225-5866,"복지태도에 대한 상당수의 연구는 공공의료보장제도인 건강보험을 다루는 연구가 많다. 많은 학자들은 복지정책의 영역에 속하는 건강보험에 대한 인식이 사회구성원의 복지태도와 유사할 가능성이 높다고 본다. 그러나 이 논문은 복지태도와 건강보험 인식을 구분하여 분석한다. 건강보험은 보편적인 사회보험이지만 선별적으로 이루어지는 공공부조 등 대다수의 복지정책과 차이가 있기 때문에 두 변수 사이에 부합하지 않는 면이 있는지 살펴보고자 한다. 이 연구는 ``2007 한국복지패널조사`` 자료를 이용하여 건강보험 인식과 복지태도에 대한 결정요인을 분석한다. 분석 결과는 다음과 같다. 첫째, 인구·사회경제적 특성과 건강상태 사이의 연계성은 상당히 큰 것으로 나타났다. 둘째, 인구·사회경제적 특성은 복지태도에 직접적인 영향을 미치고 건강상태를 매개로 간접적 영향을 미치는 것으로 나타났다. 셋째, 인구·사회경제적 특성은 건강보험 인식에 직접적 영향을 미치고 건강상태와 복지태도를 매개로 간접적 영향을 미치는 것으로 나타났다. 넷째, 복지태도가 건강보험 인식에 유의한 영향을 미치는 것으로 나타났다. 마지막으로, 복지지위에 따라 집단을 구분한 분석 결과를 보면 복지의 이해관계에 따라 복지태도가 결정된다는 복지지위론의 가정을 부분적으로 확인할 수 있다.","Many studies on welfare attitudes are concerned about health insurance. It is assumed that welfare attitudes are closely connected with the awareness toward health insurance. Many scholars argued that the awareness toward health insurance is an integral part of general welfare attitudes. Unlike many conventional studies, this paper examines the difference between welfare attitudes and the awareness toward health insurance. While health insurance is a universal social insurance, other welfare policies including public assistance are based on means test. This paper looks into the correlations of two variables between welfare attitudes and the awareness toward health insurance, analyzing ``Korea Welfare Penal in 2007`` data. The conclusions are as follows. First, socio-demographic characteristics and welfare attitudes showed positive correlations. Second, socio- demographic characteristics influenced welfare attitudes directly and indirectly depending on their health conditions. Third, socio-demographic characteristics influenced the awareness toward health insurance directly and indirectly depending on their health conditions and welfare attitudes. Fourth, welfare attitudes have a positive correlation with the awareness toward health insurance. Finally, this paper argues that to some extent welfare attitudes are influenced by the welfare status.","복지태도, 건강보험, 인구,사회경제적 특성, 계급, 복지지위, 복지정책, Welfare attitudes, health insurance, socio-demographic characteristics, class, welfare status, welfare policy",1 ~ 25,http://kiss.kstudy.com/search/detail_page.asp?key=2916704
